,lecturer,type,duration,rooms,groups
542,27,Exercises,135,"[17, 61]",[0]
543,58,Exercises,135,"[46, 11]",[0]
544,59,Lecture,135,[6],"[37, 75, 22]"
545,6,Lecture,135,"[3, 11, 66]","[80, 65]"
546,20,Exercises,135,"[62, 52]",[0]
547,40,Exercises,135,"[6, 24]",[0]
548,10,Exercises,135,"[55, 18, 35]",[0]
549,38,Lecture,135,"[59, 30]","[53, 81, 65]"
550,24,Exercises,135,"[24, 42, 15]",[0]
551,33,Exercises,135,"[8, 34, 58, 52]",[0]
552,6,Lecture,135,"[63, 12, 5, 67]","[25, 54, 90, 88]"
553,60,Exercises,135,[39],[0]
554,62,Exercises,135,[33],[0]
555,37,Exercises,135,[49],[0]
556,26,Exercises,135,"[41, 37]",[0]
557,22,Exercises,135,"[55, 46, 14, 58]",[0]
558,47,Lecture,135,[35],"[85, 71]"
559,31,Lecture,135,[30],"[31, 54, 65, 71, 50, 69]"
560,14,Exercises,135,[19],[0]
561,47,Exercises,135,"[47, 38, 11, 64]",[0]
562,48,Exercises,135,"[66, 16]",[0]
563,17,Exercises,135,[0],[0]
564,37,Exercises,135,"[0, 49, 41, 11]",[0]
565,38,Lecture,135,"[62, 6, 2]","[25, 83, 19]"
566,36,Lecture,135,"[39, 16]","[8, 59, 75]"
567,20,Exercises,135,"[43, 9]",[0]
568,38,Exercises,135,"[57, 39, 11]",[0]
569,29,Exercises,135,"[51, 64, 42, 22]",[0]
570,36,Exercises,135,"[14, 17, 19]",[0]
571,7,Lecture,135,"[16, 28]","[55, 42, 10, 13, 35, 4]"
572,58,Exercises,135,[50],[0]
573,31,Lecture,135,"[31, 48]","[42, 56, 30, 78]"
574,34,Exercises,135,"[49, 2]",[0]
575,44,Exercises,135,"[7, 27, 50, 40]",[0]
576,31,Exercises,135,"[44, 12, 37]",[0]
577,38,Lecture,135,"[62, 9, 8, 67]","[91, 50, 86, 27, 26]"
578,50,Exercises,135,[36],[0]
579,30,Lecture,135,"[3, 19]","[35, 69, 2, 37]"
580,20,Exercises,135,"[43, 40, 47]",[0]
581,49,Lecture,135,"[62, 55, 37, 50]","[28, 1]"
582,29,Exercises,135,"[9, 20, 8, 26]",[0]
583,52,Lecture,135,[2],"[7, 55]"
584,11,Exercises,135,"[64, 51, 9, 12]",[0]
585,42,Exercises,135,"[33, 25, 20, 12]",[0]
586,21,Exercises,135,"[52, 14]",[0]
587,65,Exercises,135,"[7, 0, 67, 56]",[0]
588,41,Lecture,135,"[46, 12]","[76, 12, 56, 9, 31, 55]"
589,10,Exercises,135,"[58, 23, 31]",[0]
590,61,Exercises,135,"[67, 61, 34]",[0]
591,11,Exercises,135,"[45, 38]",[0]
592,14,Exercises,135,"[14, 26, 7]",[0]
593,44,Exercises,135,"[3, 45, 67, 52]",[0]
594,59,Exercises,135,"[47, 34, 44]",[0]
595,47,Exercises,135,"[7, 53, 59]",[0]
596,14,Exercises,135,"[3, 40]",[0]
597,37,Lecture,135,"[9, 22, 57, 53]",[20]
598,55,Exercises,135,"[2, 45, 4]",[0]
599,23,Lecture,135,"[26, 64, 15, 1]","[3, 36, 80]"
600,1,Lecture,135,"[17, 46, 28, 22]","[52, 72, 50, 65, 43]"
601,13,Exercises,135,"[55, 66, 43, 42]",[0]
602,19,Exercises,135,"[49, 57, 62]",[0]
603,22,Exercises,135,"[10, 7]",[0]
604,10,Exercises,135,"[46, 33, 0]",[0]
605,34,Exercises,135,[56],[0]
606,54,Exercises,135,[30],[0]
607,21,Exercises,135,"[15, 8, 21, 24]",[0]
608,4,Exercises,135,"[37, 7]",[0]
609,59,Exercises,135,[25],[0]
610,38,Exercises,135,[38],[0]
611,33,Lecture,135,"[17, 66, 42, 37]",[86]
612,47,Exercises,135,"[31, 32, 41, 36]",[0]
613,57,Exercises,135,"[34, 45]",[0]
614,9,Exercises,135,"[30, 46, 14]",[0]
615,17,Exercises,135,"[44, 29, 43]",[0]
616,58,Exercises,135,"[3, 8, 6]",[0]
617,19,Exercises,135,"[12, 34, 27, 48]",[0]
618,53,Exercises,135,"[63, 53, 35]",[0]
619,12,Exercises,135,[8],[0]
620,46,Exercises,135,"[20, 41, 30, 66]",[0]
621,2,Exercises,135,"[28, 15, 48, 44]",[0]
622,55,Exercises,135,"[4, 60, 64, 54]",[0]
623,14,Exercises,135,"[57, 22, 56]",[0]
624,19,Exercises,135,"[31, 8]",[0]
625,29,Lecture,135,"[0, 28, 30]","[52, 64, 89, 20, 50, 74]"
626,63,Exercises,135,[56],[0]
627,8,Exercises,135,[3],[0]
628,27,Exercises,135,[39],[0]
629,50,Exercises,135,"[30, 10, 61]",[0]
630,26,Lecture,135,"[27, 7, 60, 41]",[80]
631,29,Exercises,135,"[11, 21, 60, 9]",[0]
632,20,Exercises,135,"[51, 21, 12, 5]",[0]
633,63,Exercises,135,"[31, 60]",[0]
634,43,Lecture,135,"[54, 61]","[68, 66]"
635,65,Exercises,135,"[66, 3, 54]",[0]
636,60,Exercises,135,"[39, 60, 38, 16]",[0]
637,22,Exercises,135,[54],[0]
638,10,Exercises,135,"[19, 60]",[0]
639,29,Exercises,135,"[67, 51, 65, 1]",[0]
640,26,Lecture,135,"[2, 46, 41]","[62, 46]"
641,42,Exercises,135,"[5, 22, 16, 63]",[0]
642,46,Exercises,135,"[64, 27, 21]",[0]
643,56,Lecture,135,[50],[14]
644,26,Exercises,135,"[62, 8, 6]",[0]
645,16,Lecture,135,"[20, 25]",[15]
646,36,Lecture,135,"[19, 24]","[21, 13, 84, 1, 69, 30]"
647,10,Exercises,135,[38],[0]
648,8,Exercises,135,"[63, 29, 49, 65]",[0]
649,51,Exercises,135,"[10, 17]",[0]
650,10,Exercises,135,"[33, 57, 6, 34]",[0]
651,60,Lecture,135,"[7, 9, 14]","[75, 82, 9, 23, 85]"
652,33,Exercises,135,[1],[0]
653,22,Exercises,135,"[5, 6, 19, 65]",[0]
654,57,Lecture,135,[23],"[34, 83, 88, 44]"
655,50,Lecture,135,[37],"[5, 80, 70, 50, 83, 8]"
656,21,Lecture,135,"[61, 21, 28, 5]","[45, 23, 80, 21]"
657,6,Exercises,135,"[28, 57]",[0]
658,57,Lecture,135,"[41, 20, 9]",[64]
659,48,Lecture,135,"[29, 10, 24, 44]","[56, 2]"
660,50,Lecture,135,"[30, 38, 39]","[72, 87, 51, 25, 30, 76]"
661,27,Exercises,135,"[20, 33, 37]",[0]
662,39,Exercises,135,"[31, 17, 30]",[0]
663,2,Lecture,135,"[64, 27]",[27]
664,52,Exercises,135,"[12, 44, 55]",[0]
665,14,Lecture,135,"[58, 54, 65, 34]","[64, 7, 85, 10]"
666,4,Exercises,135,"[57, 60]",[0]
667,31,Exercises,135,"[9, 5, 7, 37]",[0]
668,57,Exercises,135,"[51, 47, 52, 42]",[0]
669,46,Lecture,135,"[40, 28, 19]","[63, 82, 15, 73, 83, 24]"
670,38,Lecture,135,"[42, 50]","[81, 67, 29, 86, 54]"
671,61,Exercises,135,"[36, 8, 40]",[0]
672,50,Lecture,135,"[54, 12, 37, 62]","[34, 47]"
673,29,Exercises,135,"[61, 16, 10, 6]",[0]
674,46,Exercises,135,[31],[0]
675,57,Lecture,135,"[43, 48]","[34, 72, 6, 11]"
676,6,Lecture,135,[65],"[55, 79]"
677,63,Exercises,135,"[42, 1, 22]",[0]
678,21,Exercises,135,"[60, 18, 15]",[0]
679,51,Exercises,135,"[55, 63]",[0]
680,44,Exercises,135,"[16, 20]",[0]
681,19,Lecture,135,"[29, 22, 1, 15]",[83]
682,64,Exercises,135,"[67, 60]",[0]
683,36,Lecture,135,"[14, 19, 11]",[91]
684,17,Exercises,135,"[17, 7]",[0]
685,18,Lecture,135,"[25, 63, 64, 30]","[18, 14]"
686,25,Lecture,135,"[4, 25, 1, 9]","[83, 60]"
687,48,Exercises,135,[46],[0]
688,51,Exercises,135,[20],[0]
689,18,Exercises,135,"[50, 5]",[0]
690,29,Lecture,135,"[19, 34, 66, 40]","[9, 22, 42, 77, 79]"
691,35,Exercises,135,"[32, 29, 46]",[0]
692,2,Exercises,135,[3],[0]
693,41,Exercises,135,"[1, 39, 28]",[0]
694,18,Exercises,135,"[27, 17, 63]",[0]
695,65,Exercises,135,"[63, 67, 27]",[0]
696,27,Lecture,135,"[39, 38, 1]","[88, 43, 4]"
697,23,Exercises,135,"[19, 48]",[0]
698,51,Lecture,135,"[59, 52]","[37, 6]"
699,51,Lecture,135,"[21, 29, 19]","[90, 31, 44]"
700,8,Exercises,135,"[34, 52]",[0]
701,49,Exercises,135,"[12, 54]",[0]
702,40,Exercises,135,[7],[0]
703,60,Lecture,135,[8],"[81, 29, 57, 87]"
704,18,Exercises,135,"[30, 55, 12]",[0]
705,62,Exercises,135,"[10, 21, 33]",[0]
706,53,Exercises,135,"[42, 20, 59]",[0]
707,46,Lecture,135,"[30, 13, 9, 45]","[45, 86, 13, 82]"
708,2,Exercises,135,"[25, 28]",[0]
709,21,Exercises,135,"[19, 30, 2]",[0]
710,48,Lecture,135,"[67, 52, 45]","[13, 76, 77, 56]"
711,14,Exercises,135,"[25, 57, 18]",[0]
712,30,Exercises,135,"[33, 57, 3, 62]",[0]
713,13,Lecture,135,[21],"[39, 63, 41, 28, 80]"
714,25,Exercises,135,"[19, 20, 49]",[0]
715,56,Lecture,135,"[39, 13, 58, 11]","[30, 17, 24, 28, 21]"
716,57,Lecture,135,[2],"[85, 88, 63]"
717,20,Exercises,135,"[44, 54]",[0]
718,21,Exercises,135,"[17, 24]",[0]
719,24,Exercises,135,"[27, 3, 64, 61]",[0]
720,25,Lecture,135,"[18, 17, 49]","[37, 34, 44, 16, 58, 9]"
721,65,Lecture,135,"[32, 23, 18, 49]","[55, 35, 18, 58, 42]"
722,24,Exercises,135,"[7, 19, 67, 40]",[0]
723,7,Exercises,135,"[46, 6, 51]",[0]
724,19,Lecture,135,"[19, 52, 1]","[26, 43, 31, 3, 72, 18]"
725,33,Exercises,135,"[1, 36]",[0]
726,25,Exercises,135,"[58, 13]",[0]
727,19,Exercises,135,"[11, 42, 3, 52]",[0]
728,61,Exercises,135,"[21, 14, 54, 46]",[0]
729,7,Exercises,135,[61],[0]
730,29,Exercises,135,"[48, 57]",[0]
731,6,Exercises,135,"[11, 13, 59, 17]",[0]
732,17,Exercises,135,"[30, 20]",[0]
733,32,Exercises,135,"[19, 1, 45, 4]",[0]
734,13,Exercises,135,[25],[0]
735,62,Exercises,135,"[22, 29, 50, 59]",[0]
736,33,Exercises,135,"[46, 39, 13]",[0]
737,53,Exercises,135,"[34, 62, 43]",[0]
738,6,Lecture,135,[29],"[44, 85, 75, 33]"
739,60,Exercises,135,"[67, 41]",[0]
740,9,Lecture,135,"[49, 59, 4, 13]","[61, 7, 74, 83]"
741,47,Exercises,135,"[14, 45, 4, 35]",[0]
742,4,Exercises,135,"[58, 2, 35, 51]",[0]
743,1,Lecture,135,"[64, 17, 52]","[32, 84]"
744,50,Exercises,135,"[52, 61, 41, 4]",[0]
745,29,Exercises,135,"[34, 5]",[0]
746,38,Exercises,135,"[67, 6, 12, 0]",[0]
747,17,Exercises,135,"[19, 39, 23]",[0]
748,4,Exercises,135,"[38, 35, 64, 1]",[0]
749,36,Exercises,135,[43],[0]
750,24,Exercises,135,[39],[0]
751,26,Lecture,135,"[15, 19]","[56, 38]"
752,62,Exercises,135,[33],[0]
753,50,Lecture,135,[38],"[67, 38, 40]"
754,42,Exercises,135,"[49, 46]",[0]
755,55,Exercises,135,"[63, 56, 49]",[0]
756,22,Lecture,135,"[26, 51, 9, 32]","[26, 14, 50, 8, 64, 15]"
757,12,Lecture,135,"[60, 23]","[2, 85]"
758,10,Exercises,135,"[57, 19, 58, 56]",[0]
759,41,Exercises,135,[53],[0]
760,46,Exercises,135,[24],[0]
761,27,Lecture,135,"[66, 52]","[14, 72, 63, 49, 66, 74]"
762,63,Exercises,135,"[10, 4, 16]",[0]
763,42,Lecture,135,[56],"[74, 31, 64, 28, 80]"
764,32,Exercises,135,[50],[0]
765,63,Exercises,135,"[9, 8, 34]",[0]
766,13,Lecture,135,"[36, 15, 49, 38]","[19, 31, 36, 65, 87, 40]"
767,25,Exercises,135,"[35, 58, 41, 11]",[0]
768,22,Exercises,135,[50],[0]
769,55,Exercises,135,"[44, 29, 55]",[0]
770,0,Exercises,135,[4],[0]
771,48,Exercises,135,"[62, 47]",[0]
772,46,Exercises,135,"[59, 23]",[0]
773,47,Exercises,135,"[63, 14, 28, 18]",[0]
774,64,Lecture,135,"[5, 40]",[14]
775,39,Exercises,135,"[42, 15, 52]",[0]
776,21,Exercises,135,[17],[0]
777,13,Exercises,135,"[10, 66, 64, 39]",[0]
778,37,Exercises,135,"[9, 53, 18, 13]",[0]
779,38,Exercises,135,"[47, 25, 48, 14]",[0]
780,14,Exercises,135,[5],[0]
781,17,Exercises,135,[43],[0]
782,47,Exercises,135,"[54, 64]",[0]
783,26,Exercises,135,"[24, 63, 66]",[0]
784,32,Lecture,135,"[1, 46, 67, 60]",[30]
785,23,Exercises,135,"[56, 34, 51]",[0]
786,39,Exercises,135,[3],[0]
787,8,Exercises,135,[46],[0]
788,6,Exercises,135,"[17, 31, 32]",[0]
789,38,Exercises,135,[22],[0]
790,48,Exercises,135,"[17, 42, 7, 11]",[0]
791,56,Exercises,135,"[7, 35, 1]",[0]
792,51,Exercises,135,"[58, 62]",[0]
793,5,Exercises,135,"[4, 33]",[0]
794,21,Exercises,135,"[42, 16, 64]",[0]
795,33,Exercises,135,"[59, 58, 60]",[0]
796,14,Exercises,135,"[15, 16, 53, 38]",[0]
797,9,Exercises,135,[66],[0]
798,0,Exercises,135,"[45, 63, 66, 57]",[0]
799,16,Exercises,135,"[31, 35]",[0]
800,42,Exercises,135,"[67, 53]",[0]
801,17,Exercises,135,"[12, 20]",[0]
802,6,Exercises,135,[57],[0]
803,14,Lecture,135,"[39, 57, 13, 31]","[6, 18, 2]"
804,29,Exercises,135,"[43, 20]",[0]
805,17,Exercises,135,"[17, 3, 9]",[0]
806,63,Exercises,135,[56],[0]
807,5,Exercises,135,[6],[0]
808,29,Exercises,135,"[43, 55, 15, 8]",[0]
809,40,Exercises,135,"[24, 13, 4]",[0]
810,16,Lecture,135,"[23, 22, 11, 53]","[38, 64, 5, 74, 61]"
811,20,Exercises,135,[52],[0]
812,60,Lecture,135,"[55, 0]","[6, 13, 43, 28, 44, 48]"
813,40,Exercises,135,"[11, 59, 61]",[0]
814,49,Lecture,135,[46],"[84, 10, 17]"
815,49,Exercises,135,"[66, 64, 13, 40]",[0]
816,64,Lecture,135,"[45, 53]",[41]
817,48,Exercises,135,"[9, 67, 13]",[0]
818,53,Exercises,135,"[4, 59, 17]",[0]
819,15,Exercises,135,"[4, 41, 67, 35]",[0]
820,62,Exercises,135,"[62, 34]",[0]
821,35,Exercises,135,"[49, 44, 7, 37]",[0]
822,14,Lecture,135,[56],"[21, 71, 15, 52, 65]"
823,46,Exercises,135,"[51, 34]",[0]
824,60,Exercises,135,"[16, 53, 47, 65]",[0]
825,47,Exercises,135,"[67, 31]",[0]
826,29,Lecture,135,"[26, 61, 19]","[35, 49]"
827,7,Exercises,135,"[67, 0, 59, 3]",[0]
828,47,Lecture,135,"[34, 40]","[60, 1]"
829,16,Exercises,135,"[2, 59]",[0]
830,42,Exercises,135,"[34, 33, 8, 9]",[0]
831,46,Exercises,135,"[66, 16]",[0]
832,29,Lecture,135,"[56, 37, 43]",[64]
833,43,Exercises,135,"[8, 11]",[0]
834,19,Lecture,135,"[59, 16]",[16]
835,58,Exercises,135,[6],[0]
836,59,Exercises,135,[61],[0]
837,62,Exercises,135,"[56, 63, 18, 37]",[0]
838,28,Lecture,135,"[48, 32, 10, 31]","[25, 72, 79, 32, 74]"
839,59,Lecture,135,[22],"[58, 25, 88, 35, 53]"
840,47,Exercises,135,"[64, 53, 32]",[0]
841,33,Exercises,135,"[0, 28]",[0]
842,13,Exercises,135,"[8, 45, 66, 26]",[0]
843,46,Exercises,135,[31],[0]
844,2,Exercises,135,[35],[0]
845,58,Lecture,135,"[11, 7, 61]","[68, 37, 31, 13, 40]"
846,30,Exercises,135,"[42, 63, 61]",[0]
847,32,Exercises,135,"[64, 63]",[0]
848,12,Exercises,135,"[35, 10, 24, 46]",[0]
849,49,Lecture,135,"[67, 40, 53]","[88, 49, 68, 29, 40]"
850,24,Exercises,135,"[0, 41]",[0]
851,65,Lecture,135,[8],"[69, 23]"
852,16,Exercises,135,"[47, 65, 62, 37]",[0]
853,11,Exercises,135,"[65, 5, 51, 17]",[0]
854,17,Exercises,135,[61],[0]
855,36,Exercises,135,"[28, 32]",[0]
856,20,Exercises,135,[11],[0]
857,44,Exercises,135,"[66, 42, 62]",[0]
858,35,Exercises,135,[67],[0]
859,9,Exercises,135,"[15, 8]",[0]
860,14,Exercises,135,[10],[0]
861,40,Exercises,135,"[50, 21]",[0]
862,26,Lecture,135,"[46, 1, 50, 55]",[43]
863,45,Lecture,135,"[60, 46]","[26, 27, 1, 34]"
864,50,Exercises,135,[39],[0]
865,7,Lecture,135,"[22, 0, 52, 44]","[50, 32, 14, 76]"
866,62,Exercises,135,"[45, 63, 62]",[0]
867,41,Exercises,135,"[15, 44, 4, 59]",[0]
868,1,Exercises,135,[3],[0]
869,2,Exercises,135,[51],[0]
870,56,Exercises,135,[50],[0]
871,45,Exercises,135,[67],[0]
872,38,Exercises,135,"[32, 31, 22]",[0]
873,43,Exercises,135,"[3, 6, 5]",[0]
874,51,Exercises,135,[35],[0]
875,1,Exercises,135,[39],[0]
876,12,Lecture,135,"[15, 65, 2, 9]","[91, 69, 53, 60, 47]"
877,62,Exercises,135,"[6, 42]",[0]
878,20,Exercises,135,[23],[0]
879,24,Exercises,135,"[32, 47]",[0]
880,62,Lecture,135,"[28, 4, 39]","[52, 51, 13, 9, 27]"
881,37,Exercises,135,"[60, 49]",[0]
882,36,Exercises,135,"[9, 30]",[0]
883,18,Exercises,135,"[17, 27, 12]",[0]
884,54,Lecture,135,[44],"[40, 37, 78, 36, 70]"
885,64,Exercises,135,"[0, 7, 14]",[0]
886,42,Exercises,135,"[16, 7]",[0]
887,10,Exercises,135,"[55, 16, 58]",[0]
888,22,Exercises,135,"[23, 44, 67]",[0]
889,29,Exercises,135,"[53, 38, 1]",[0]
890,43,Lecture,135,"[23, 12, 50]","[10, 20, 86, 36, 16, 47]"
891,5,Exercises,135,"[1, 4]",[0]
892,44,Exercises,135,"[0, 33, 39]",[0]
893,10,Exercises,135,"[12, 3, 50, 9]",[0]
894,6,Exercises,135,"[21, 28, 67, 62]",[0]
895,57,Lecture,135,"[9, 58]","[37, 71, 77, 8, 44]"
896,36,Exercises,135,"[4, 60]",[0]
897,58,Exercises,135,"[46, 3]",[0]
898,53,Exercises,135,"[25, 35, 14]",[0]
899,59,Exercises,135,[36],[0]
900,38,Exercises,135,"[16, 29]",[0]
901,2,Exercises,135,"[8, 17, 56, 33]",[0]
902,7,Exercises,135,"[37, 0]",[0]
903,40,Lecture,135,"[47, 39, 6, 45]","[30, 85]"
904,56,Exercises,135,"[1, 50]",[0]
905,49,Exercises,135,"[58, 33, 41, 45]",[0]
906,1,Exercises,135,[49],[0]
907,15,Lecture,135,"[25, 59, 10, 32]","[64, 45, 0, 69, 26, 46]"
908,47,Exercises,135,"[34, 60, 20]",[0]
909,21,Lecture,135,[57],"[37, 34, 18]"
910,47,Exercises,135,[44],[0]
911,63,Lecture,135,"[4, 23, 58, 1]","[36, 19, 54, 71, 13, 17]"
912,56,Exercises,135,"[15, 23]",[0]
913,0,Exercises,135,"[28, 2, 30, 37]",[0]
914,59,Exercises,135,"[53, 25]",[0]
915,23,Exercises,135,"[65, 41]",[0]
916,47,Exercises,135,"[1, 12, 31]",[0]
917,32,Exercises,135,[4],[0]
918,23,Exercises,135,"[17, 50]",[0]
919,41,Exercises,135,"[52, 34, 55, 64]",[0]
920,37,Lecture,135,"[41, 46, 3, 22]","[25, 27, 65, 37]"
921,5,Exercises,135,[16],[0]
922,60,Exercises,135,[55],[0]
923,57,Lecture,135,[2],"[50, 11, 74, 62, 0]"
924,42,Exercises,135,"[14, 35, 4]",[0]
925,39,Exercises,135,[65],[0]
926,39,Exercises,135,"[64, 57, 36]",[0]
927,51,Exercises,135,"[58, 33, 7]",[0]
928,43,Exercises,135,"[51, 33, 65]",[0]
929,11,Exercises,135,[2],[0]
930,54,Lecture,135,[29],"[18, 2, 65, 45]"
931,22,Exercises,135,"[35, 45]",[0]
932,45,Exercises,135,"[9, 56]",[0]
933,47,Lecture,135,"[2, 18, 64, 10]","[58, 59, 90, 82]"
934,50,Exercises,135,"[7, 22, 30, 52]",[0]
935,37,Lecture,135,"[18, 67, 21, 41]",[68]
936,62,Exercises,135,"[23, 18, 16]",[0]
937,38,Exercises,135,"[42, 32, 48, 9]",[0]
938,19,Exercises,135,"[40, 64]",[0]
939,36,Exercises,135,[18],[0]
940,38,Exercises,135,"[16, 18]",[0]
941,55,Exercises,135,"[32, 11, 1, 14]",[0]
942,1,Lecture,135,[44],"[90, 8]"
943,45,Exercises,135,[59],[0]
944,49,Lecture,135,[58],"[50, 89]"
945,34,Exercises,135,[52],[0]
946,49,Lecture,135,"[60, 55]","[10, 60, 91, 67]"
947,22,Exercises,135,"[59, 3, 18, 5]",[0]
948,7,Exercises,135,"[29, 19]",[0]
949,56,Exercises,135,"[60, 32, 65, 57]",[0]
950,50,Exercises,135,"[18, 64]",[0]
951,17,Exercises,135,"[1, 0]",[0]
952,12,Exercises,135,"[43, 53, 4, 6]",[0]
953,50,Exercises,135,"[22, 5, 29, 44]",[0]
954,63,Lecture,135,"[50, 40]",[80]
955,40,Exercises,135,[2],[0]
956,5,Exercises,135,"[42, 41, 26, 36]",[0]
957,56,Exercises,135,"[12, 35, 44, 38]",[0]
958,57,Lecture,135,"[8, 30, 33, 57]","[73, 41]"
959,25,Exercises,135,"[56, 49]",[0]
960,34,Lecture,135,"[12, 29]","[86, 7]"
961,56,Exercises,135,"[15, 56, 30]",[0]
962,20,Lecture,135,"[21, 18, 6]",[35]
963,59,Exercises,135,"[51, 26, 9]",[0]
964,52,Exercises,135,[29],[0]
965,55,Exercises,135,[13],[0]
966,21,Lecture,135,"[8, 1]","[27, 74, 91]"
967,3,Lecture,135,[55],"[47, 81, 9, 83, 5, 19]"
968,41,Lecture,135,[59],"[18, 8]"
969,42,Exercises,135,"[10, 8]",[0]
970,45,Lecture,135,"[25, 23, 7]","[84, 52, 67]"
971,19,Lecture,135,"[6, 5, 32, 7]","[75, 2, 16, 18]"
972,41,Exercises,135,[3],[0]
973,29,Exercises,135,[65],[0]
974,7,Exercises,135,[37],[0]
975,41,Exercises,135,"[18, 57, 43]",[0]
976,35,Exercises,135,"[58, 51, 60]",[0]
977,58,Exercises,135,"[51, 35, 61]",[0]
978,47,Exercises,135,[52],[0]
979,35,Exercises,135,"[13, 43, 0, 23]",[0]
980,2,Exercises,135,"[62, 20, 0, 4]",[0]
981,43,Exercises,135,"[59, 65, 0, 35]",[0]
982,44,Lecture,135,[6],"[68, 49, 76]"
983,14,Exercises,135,"[43, 37, 6, 5]",[0]
984,65,Lecture,135,"[13, 5, 32, 26]","[79, 34, 66, 27]"
985,58,Exercises,135,"[67, 11, 37, 15]",[0]
986,28,Exercises,135,"[42, 43, 35, 1]",[0]
987,25,Lecture,135,"[11, 33, 20, 62]","[21, 17, 27]"
988,15,Exercises,135,"[52, 48, 12, 17]",[0]
989,49,Lecture,135,"[16, 21]","[77, 55, 32]"
990,19,Exercises,135,[3],[0]
991,20,Exercises,135,[6],[0]
992,38,Exercises,135,[30],[0]
993,59,Lecture,135,"[53, 9]","[90, 64, 57, 37]"
994,3,Exercises,135,"[6, 55, 33]",[0]
995,62,Lecture,135,[54],"[79, 5, 59]"
996,29,Exercises,135,"[33, 15]",[0]
997,9,Exercises,135,"[61, 32, 42, 47]",[0]
998,64,Exercises,135,[41],[0]
999,29,Lecture,135,"[18, 40]",[49]
1000,48,Exercises,135,"[36, 58, 0]",[0]
1001,31,Exercises,135,[1],[0]
1002,65,Exercises,135,"[35, 50, 45, 54]",[0]
1003,39,Exercises,135,[25],[0]
1004,10,Exercises,135,"[22, 17, 50, 39]",[0]
1005,37,Exercises,135,[9],[0]
1006,64,Lecture,135,"[14, 58]","[44, 8, 65]"
